sample_id,orig_index,tissue_name,gt_instance_count,gt_empty,legacy_test_sample_id,E1_disposition,E2_disposition,E3_disposition
fold3_0001992,1992,Head & Neck,0,1,NOT_FOUND,SKIP_EMPTY_GT,NOT_EVALUATED_MISSING_PREDICTION,OUTSIDE_OLD_TEST_INTERSECTION
fold3_0002023,2023,Head & Neck,0,1,NOT_FOUND,SKIP_EMPTY_GT,NOT_EVALUATED_MISSING_PREDICTION,OUTSIDE_OLD_TEST_INTERSECTION
fold3_0002025,2025,Head & Neck,0,1,NOT_FOUND,SKIP_EMPTY_GT,NOT_EVALUATED_MISSING_PREDICTION,OUTSIDE_OLD_TEST_INTERSECTION
fold3_0002026,2026,Head & Neck,0,1,NOT_FOUND,SKIP_EMPTY_GT,NOT_EVALUATED_MISSING_PREDICTION,OUTSIDE_OLD_TEST_INTERSECTION
fold3_0002063,2063,Head & Neck,0,1,NOT_FOUND,SKIP_EMPTY_GT,NOT_EVALUATED_MISSING_PREDICTION,OUTSIDE_OLD_TEST_INTERSECTION
fold3_0002064,2064,Head & Neck,0,1,NOT_FOUND,SKIP_EMPTY_GT,NOT_EVALUATED_MISSING_PREDICTION,OUTSIDE_OLD_TEST_INTERSECTION
fold3_0002065,2065,Head & Neck,0,1,NOT_FOUND,SKIP_EMPTY_GT,NOT_EVALUATED_MISSING_PREDICTION,OUTSIDE_OLD_TEST_INTERSECTION
fold3_0002066,2066,Head & Neck,0,1,NOT_FOUND,SKIP_EMPTY_GT,NOT_EVALUATED_MISSING_PREDICTION,OUTSIDE_OLD_TEST_INTERSECTION
fold3_0002067,2067,Head & Neck,0,1,NOT_FOUND,SKIP_EMPTY_GT,NOT_EVALUATED_MISSING_PREDICTION,OUTSIDE_OLD_TEST_INTERSECTION
fold3_0002074,2074,Head & Neck,0,1,NOT_FOUND,SKIP_EMPTY_GT,NOT_EVALUATED_MISSING_PREDICTION,OUTSIDE_OLD_TEST_INTERSECTION
fold3_0002123,2123,Head & Neck,0,1,NOT_FOUND,SKIP_EMPTY_GT,NOT_EVALUATED_MISSING_PREDICTION,OUTSIDE_OLD_TEST_INTERSECTION
fold3_0002124,2124,Head & Neck,0,1,NOT_FOUND,SKIP_EMPTY_GT,NOT_EVALUATED_MISSING_PREDICTION,OUTSIDE_OLD_TEST_INTERSECTION
fold3_0002138,2138,Kidney,0,1,NOT_FOUND,SKIP_EMPTY_GT,NOT_EVALUATED_MISSING_PREDICTION,OUTSIDE_OLD_TEST_INTERSECTION
fold3_0002142,2142,Kidney,0,1,NOT_FOUND,SKIP_EMPTY_GT,NOT_EVALUATED_MISSING_PREDICTION,OUTSIDE_OLD_TEST_INTERSECTION
fold3_0002143,2143,Kidney,0,1,NOT_FOUND,SKIP_EMPTY_GT,NOT_EVALUATED_MISSING_PREDICTION,OUTSIDE_OLD_TEST_INTERSECTION
fold3_0002373,2373,Prostate,0,1,NOT_FOUND,SKIP_EMPTY_GT,NOT_EVALUATED_MISSING_PREDICTION,OUTSIDE_OLD_TEST_INTERSECTION
fold3_0002375,2375,Prostate,0,1,NOT_FOUND,SKIP_EMPTY_GT,NOT_EVALUATED_MISSING_PREDICTION,OUTSIDE_OLD_TEST_INTERSECTION
fold3_0002694,2694,Colon,0,1,NOT_FOUND,SKIP_EMPTY_GT,NOT_EVALUATED_MISSING_PREDICTION,OUTSIDE_OLD_TEST_INTERSECTION
fold3_0002695,2695,Colon,0,1,NOT_FOUND,SKIP_EMPTY_GT,NOT_EVALUATED_MISSING_PREDICTION,OUTSIDE_OLD_TEST_INTERSECTION
